date,issue,x,y,z
2012-09-09,2012246,5,7,8
2012-09-08,2012245,7,4,9
2012-09-07,2012244,9,3,6
2012-09-06,2012243,2,3,7
2012-09-05,2012242,5,7,2
2012-09-04,2012241,2,4,7
2012-09-03,2012240,1,6,7
2012-09-02,2012239,8,1,0
2012-09-01,2012238,3,0,7
2012-08-31,2012237,7,3,9
2012-08-30,2012236,3,3,2
2012-08-29,2012235,4,2,2
2012-08-28,2012234,4,1,8
2012-08-27,2012233,8,9,7
2012-08-26,2012232,7,0,8
2012-08-25,2012231,9,0,8
2012-08-24,2012230,3,3,3
2012-08-23,2012229,1,4,9
2012-08-22,2012228,1,0,8
2012-08-21,2012227,4,8,5
2012-08-20,2012226,8,7,9
2012-08-19,2012225,6,5,2
2012-08-18,2012224,5,7,3
2012-08-17,2012223,0,9,3
2012-08-16,2012222,0,9,9
2012-08-15,2012221,3,5,1
2012-08-14,2012220,0,9,8
2012-08-13,2012219,1,5,2
2012-08-12,2012218,5,6,5
2012-08-11,2012217,2,5,3
2012-08-10,2012216,8,7,3
2012-08-09,2012215,2,8,4
2012-08-08,2012214,9,6,5
2012-08-07,2012213,2,9,7
2012-08-06,2012212,5,4,7
2012-08-05,2012211,8,4,3
2012-08-04,2012210,3,9,3
2012-08-03,2012209,6,4,1
2012-08-02,2012208,6,1,3
2012-08-01,2012207,0,3,0
2012-07-31,2012206,2,6,5
2012-07-30,2012205,2,9,5
2012-07-29,2012204,1,0,8
2012-07-28,2012203,5,8,3
2012-07-27,2012202,3,9,8
2012-07-26,2012201,8,0,3
2012-07-25,2012200,6,3,2
2012-07-24,2012199,5,0,3
2012-07-23,2012198,6,1,9
2012-07-22,2012197,6,3,9
2012-07-21,2012196,8,7,7
2012-07-20,2012195,6,2,6
2012-07-19,2012194,3,4,6
2012-07-18,2012193,9,4,4
2012-07-17,2012192,9,2,8
2012-07-16,2012191,5,5,8
2012-07-15,2012190,9,6,4
2012-07-14,2012189,0,8,3
2012-07-13,2012188,2,5,2
2012-07-12,2012187,4,8,4
2012-07-11,2012186,2,4,7
2012-07-10,2012185,3,0,9
2012-07-09,2012184,9,2,1
2012-07-08,2012183,2,4,5
2012-07-07,2012182,8,6,1
2012-07-06,2012181,8,4,7
2012-07-05,2012180,2,7,7
2012-07-04,2012179,9,2,1
2012-07-03,2012178,1,2,7
2012-07-02,2012177,6,9,4
2012-07-01,2012176,3,2,7
2012-06-30,2012175,9,7,6
2012-06-29,2012174,8,7,5
2012-06-28,2012173,8,8,7
2012-06-27,2012172,7,6,9
2012-06-26,2012171,2,4,2
2012-06-25,2012170,6,6,1
2012-06-24,2012169,0,1,2
2012-06-23,2012168,4,0,5
2012-06-22,2012167,2,1,2
2012-06-21,2012166,1,1,2
2012-06-20,2012165,3,6,4
2012-06-19,2012164,6,5,1
2012-06-18,2012163,6,4,3
2012-06-17,2012162,8,3,2
2012-06-16,2012161,3,6,9
2012-06-15,2012160,9,6,2
2012-06-14,2012159,5,4,3
2012-06-13,2012158,1,6,2
2012-06-12,2012157,0,1,5
2012-06-11,2012156,8,6,2
2012-06-10,2012155,2,6,7
2012-06-09,2012154,8,4,3
2012-06-08,2012153,7,4,6
2012-06-07,2012152,8,0,2
2012-06-06,2012151,1,4,0
2012-06-05,2012150,8,2,8
2012-06-04,2012149,0,3,1
2012-06-03,2012148,7,3,2
2012-06-02,2012147,5,0,2
2012-06-01,2012146,1,9,7
2012-05-31,2012145,6,2,8
2012-05-30,2012144,9,2,3
2012-05-29,2012143,1,8,5
2012-05-28,2012142,3,4,9
2012-05-27,2012141,2,1,4
2012-05-26,2012140,3,9,0
2012-05-25,2012139,0,3,6
2012-05-24,2012138,5,3,7
2012-05-23,2012137,5,1,7
2012-05-22,2012136,7,4,8
2012-05-21,2012135,9,8,7
2012-05-20,2012134,6,9,8
2012-05-19,2012133,3,4,7
2012-05-18,2012132,6,5,9
2012-05-17,2012131,5,2,7
2012-05-16,2012130,2,9,0
2012-05-15,2012129,3,6,8
2012-05-14,2012128,4,3,1
2012-05-13,2012127,9,8,5
2012-05-12,2012126,5,0,7
2012-05-11,2012125,1,4,3
2012-05-10,2012124,1,0,8
2012-05-09,2012123,2,3,4
2012-05-08,2012122,5,8,5
2012-05-07,2012121,6,9,4
2012-05-06,2012120,4,3,6
2012-05-05,2012119,1,0,0
2012-05-04,2012118,5,1,8
2012-05-03,2012117,6,6,5
2012-05-02,2012116,3,3,9
2012-05-01,2012115,0,8,6
2012-04-30,2012114,8,5,0
2012-04-29,2012113,0,7,0
2012-04-28,2012112,3,8,3
2012-04-27,2012111,8,1,0
2012-04-26,2012110,6,4,5
2012-04-25,2012109,1,2,0
2012-04-24,2012108,7,5,8
2012-04-23,2012107,7,2,8
2012-04-22,2012106,4,3,6
2012-04-21,2012105,3,8,2
2012-04-20,2012104,9,9,0
2012-04-19,2012103,3,0,1
2012-04-18,2012102,0,7,7
2012-04-17,2012101,6,9,5
2012-04-16,2012100,4,1,3
2012-04-15,2012099,4,0,5
2012-04-14,2012098,9,9,6
2012-04-13,2012097,8,6,1
2012-04-12,2012096,8,7,0
2012-04-11,2012095,5,8,8
2012-04-10,2012094,6,6,8
2012-04-09,2012093,0,0,2
2012-04-08,2012092,5,5,3
2012-04-07,2012091,2,2,0
2012-04-06,2012090,5,4,9
2012-04-05,2012089,0,8,0
2012-04-04,2012088,3,6,3
2012-04-03,2012087,5,4,4
2012-04-02,2012086,9,7,3
2012-04-01,2012085,9,1,2
2012-03-31,2012084,6,1,8
2012-03-30,2012083,1,1,6
2012-03-29,2012082,3,2,5
2012-03-28,2012081,9,2,2
2012-03-27,2012080,4,8,2
2012-03-26,2012079,4,5,7
2012-03-25,2012078,1,2,2
2012-03-24,2012077,3,8,8
2012-03-23,2012076,6,0,6
2012-03-22,2012075,5,3,7
2012-03-21,2012074,8,4,1
2012-03-20,2012073,0,6,9
2012-03-19,2012072,7,9,5
2012-03-18,2012071,7,5,9
2012-03-17,2012070,7,5,7
2012-03-16,2012069,6,9,3
2012-03-15,2012068,8,5,6
2012-03-14,2012067,1,9,3
2012-03-13,2012066,6,4,8
2012-03-12,2012065,7,7,5
2012-03-11,2012064,4,7,8
2012-03-10,2012063,1,2,8
2012-03-09,2012062,0,2,3
2012-03-08,2012061,7,6,3
2012-03-07,2012060,4,9,2
2012-03-06,2012059,2,6,9
2012-03-05,2012058,0,9,6
2012-03-04,2012057,6,0,8
2012-03-03,2012056,6,0,7
2012-03-02,2012055,7,1,2
2012-03-01,2012054,1,0,3
2012-02-29,2012053,6,6,3
2012-02-28,2012052,3,5,5
2012-02-27,2012051,3,0,2
2012-02-26,2012050,0,3,5
2012-02-25,2012049,8,0,8
2012-02-24,2012048,8,7,5
2012-02-23,2012047,6,4,2
2012-02-22,2012046,4,9,3
2012-02-21,2012045,0,2,6
2012-02-20,2012044,7,2,3
2012-02-19,2012043,5,2,5
2012-02-18,2012042,0,0,1
2012-02-17,2012041,6,6,4
2012-02-16,2012040,4,7,0
2012-02-15,2012039,7,5,7
2012-02-14,2012038,0,3,2
2012-02-13,2012037,9,7,8
2012-02-12,2012036,2,8,7
2012-02-11,2012035,3,6,9
2012-02-10,2012034,4,6,5
2012-02-09,2012033,8,6,5
2012-02-08,2012032,4,2,1
2012-02-07,2012031,1,9,5
2012-02-06,2012030,9,8,2
2012-02-05,2012029,1,0,0
2012-02-04,2012028,7,3,1
2012-02-03,2012027,2,6,3
2012-02-02,2012026,7,4,6
2012-02-01,2012025,7,5,5
2012-01-31,2012024,9,9,7
2012-01-30,2012023,6,3,3
2012-01-29,2012022,4,2,5
2012-01-21,2012021,9,6,7
2012-01-20,2012020,4,4,6
2012-01-19,2012019,0,4,5
2012-01-18,2012018,0,3,0
2012-01-17,2012017,5,3,8
2012-01-16,2012016,7,4,9
2012-01-15,2012015,1,8,0
2012-01-14,2012014,6,3,7
2012-01-13,2012013,3,1,7
2012-01-12,2012012,2,2,4
2012-01-11,2012011,3,1,5
2012-01-10,2012010,5,9,4
2012-01-09,2012009,1,6,6
2012-01-08,2012008,4,9,7
2012-01-07,2012007,8,8,0
2012-01-06,2012006,8,8,2
2012-01-05,2012005,1,3,5
2012-01-04,2012004,9,6,0
2012-01-03,2012003,7,5,0
2012-01-02,2012002,2,0,9
2012-01-01,2012001,3,0,9
2011-12-31,2011358,2,5,4
2011-12-30,2011357,1,9,3
2011-12-29,2011356,9,1,7
2011-12-28,2011355,4,8,8
2011-12-27,2011354,4,8,9
2011-12-26,2011353,0,1,2
2011-12-25,2011352,5,8,9
2011-12-24,2011351,1,4,5
2011-12-23,2011350,3,6,8
2011-12-22,2011349,7,8,1
2011-12-21,2011348,7,7,2
2011-12-20,2011347,5,3,3
2011-12-19,2011346,9,9,3
2011-12-18,2011345,5,8,0
2011-12-17,2011344,9,0,8
2011-12-16,2011343,9,2,0
2011-12-15,2011342,3,3,3
2011-12-14,2011341,9,6,1
2011-12-13,2011340,0,4,5
2011-12-12,2011339,6,1,3
2011-12-11,2011338,8,0,8
2011-12-10,2011337,7,2,4
2011-12-09,2011336,5,4,1
2011-12-08,2011335,7,6,2
2011-12-07,2011334,7,8,3
2011-12-06,2011333,2,4,6
2011-12-05,2011332,8,0,5
2011-12-04,2011331,9,3,4
2011-12-03,2011330,8,9,0
2011-12-02,2011329,8,3,8
2011-12-01,2011328,6,1,9
2011-11-30,2011327,7,9,1
2011-11-29,2011326,3,8,1
2011-11-28,2011325,3,8,5
2011-11-27,2011324,4,3,6
2011-11-26,2011323,7,2,4
2011-11-25,2011322,2,2,0
2011-11-24,2011321,9,4,4
2011-11-23,2011320,4,4,2
2011-11-22,2011319,4,4,3
2011-11-21,2011318,1,1,6
2011-11-20,2011317,1,3,4
2011-11-19,2011316,9,3,3
2011-11-18,2011315,3,3,0
2011-11-17,2011314,7,0,8
2011-11-16,2011313,1,8,0
2011-11-15,2011312,0,6,8
2011-11-14,2011311,5,3,9
2011-11-13,2011310,4,6,9
2011-11-12,2011309,2,6,8
2011-11-11,2011308,4,3,3
2011-11-10,2011307,2,6,1
2011-11-09,2011306,7,5,4
2011-11-08,2011305,0,1,0
2011-11-07,2011304,3,5,0
2011-11-06,2011303,3,8,5
2011-11-05,2011302,1,7,1
2011-11-04,2011301,9,4,7
2011-11-03,2011300,8,3,8
2011-11-02,2011299,5,6,7
2011-11-01,2011298,8,7,2
2011-10-31,2011297,0,4,2
2011-10-30,2011296,7,6,6
2011-10-29,2011295,6,2,4
2011-10-28,2011294,7,1,7
2011-10-27,2011293,0,9,8
2011-10-26,2011292,9,6,1
2011-10-25,2011291,3,1,0
2011-10-24,2011290,2,4,0
2011-10-23,2011289,4,5,5
2011-10-22,2011288,4,2,2
2011-10-21,2011287,4,2,9
2011-10-20,2011286,5,3,1
2011-10-19,2011285,6,3,2
2011-10-18,2011284,9,0,2
2011-10-17,2011283,4,3,6
2011-10-16,2011282,7,5,3
2011-10-15,2011281,4,8,1
2011-10-14,2011280,5,6,7
2011-10-13,2011279,2,4,1
2011-10-12,2011278,0,8,7
2011-10-11,2011277,2,6,5
2011-10-10,2011276,5,0,9
2011-10-09,2011275,3,6,0
2011-10-08,2011274,3,4,2
2011-10-07,2011273,4,1,6
2011-10-06,2011272,6,4,3
2011-10-05,2011271,3,5,5
2011-10-04,2011270,1,3,9
2011-10-03,2011269,3,9,9
2011-10-02,2011268,5,9,9
2011-10-01,2011267,5,0,1
2011-09-30,2011266,2,4,8
2011-09-29,2011265,0,8,0
2011-09-28,2011264,4,9,9
2011-09-27,2011263,9,2,8
2011-09-26,2011262,5,2,5
2011-09-25,2011261,1,8,9
2011-09-24,2011260,6,2,8
2011-09-23,2011259,3,6,5
2011-09-22,2011258,4,4,2
2011-09-21,2011257,8,1,8
2011-09-20,2011256,2,1,4
2011-09-19,2011255,0,6,8
2011-09-18,2011254,4,9,7
2011-09-17,2011253,5,6,0
2011-09-16,2011252,8,0,8
2011-09-15,2011251,2,5,1
2011-09-14,2011250,7,7,0
2011-09-13,2011249,3,5,8
2011-09-12,2011248,3,7,0
2011-09-11,2011247,6,8,4
2011-09-10,2011246,6,5,0
2011-09-09,2011245,0,8,0
2011-09-08,2011244,7,1,6
2011-09-07,2011243,8,6,6
2011-09-06,2011242,6,9,7
2011-09-05,2011241,8,6,8
2011-09-04,2011240,9,7,5
2011-09-03,2011239,7,8,7
2011-09-02,2011238,3,0,1
2011-09-01,2011237,6,6,2
2011-08-31,2011236,6,3,4
2011-08-30,2011235,0,5,6
2011-08-29,2011234,2,1,1
2011-08-28,2011233,0,0,2
2011-08-27,2011232,4,5,2
2011-08-26,2011231,8,2,7
2011-08-25,2011230,9,3,6
2011-08-24,2011229,1,7,6
2011-08-23,2011228,8,2,0
2011-08-22,2011227,0,8,4
2011-08-21,2011226,2,4,2
2011-08-20,2011225,8,6,3
2011-08-19,2011224,6,1,0
2011-08-18,2011223,3,4,5
2011-08-17,2011222,7,1,3
2011-08-16,2011221,0,6,9
2011-08-15,2011220,9,9,9
2011-08-14,2011219,4,8,5
2011-08-13,2011218,6,4,8
2011-08-12,2011217,6,1,8
2011-08-11,2011216,9,6,9
2011-08-10,2011215,4,5,7
2011-08-09,2011214,9,1,1
2011-08-08,2011213,1,0,9
2011-08-07,2011212,8,6,2
2011-08-06,2011211,7,7,9
2011-08-05,2011210,5,4,0
2011-08-04,2011209,9,9,2
2011-08-03,2011208,4,3,9
2011-08-02,2011207,6,9,9
2011-08-01,2011206,1,4,4
2011-07-31,2011205,3,4,1
2011-07-30,2011204,1,2,7
2011-07-29,2011203,0,1,7
2011-07-28,2011202,7,5,0
2011-07-27,2011201,3,4,8
2011-07-26,2011200,5,5,2
2011-07-25,2011199,2,6,3
2011-07-24,2011198,9,8,5
2011-07-23,2011197,6,3,8
2011-07-22,2011196,4,1,5
2011-07-21,2011195,3,8,5
2011-07-20,2011194,2,1,0
2011-07-19,2011193,8,6,8
2011-07-18,2011192,7,4,6
2011-07-17,2011191,3,5,1
2011-07-16,2011190,4,6,4
2011-07-15,2011189,4,7,2
2011-07-14,2011188,4,3,0
2011-07-13,2011187,9,3,1
2011-07-12,2011186,2,4,2
2011-07-11,2011185,7,6,7
2011-07-10,2011184,2,0,9
2011-07-09,2011183,3,4,1
2011-07-08,2011182,3,5,3
2011-07-07,2011181,9,1,8
2011-07-06,2011180,8,0,4
2011-07-05,2011179,1,7,0
2011-07-04,2011178,1,4,5
2011-07-03,2011177,6,9,7
2011-07-02,2011176,9,0,5
2011-07-01,2011175,2,6,2
2011-06-30,2011174,4,1,2
2011-06-29,2011173,7,6,3
2011-06-28,2011172,2,2,7
2011-06-27,2011171,7,2,5
2011-06-26,2011170,1,5,7
2011-06-25,2011169,9,2,2
2011-06-24,2011168,0,1,7
2011-06-23,2011167,9,4,1
2011-06-22,2011166,4,5,4
2011-06-21,2011165,1,6,2
2011-06-20,2011164,7,0,4
2011-06-19,2011163,6,3,5
2011-06-18,2011162,5,7,3
2011-06-17,2011161,3,7,1
2011-06-16,2011160,5,1,0
2011-06-15,2011159,7,6,9
2011-06-14,2011158,6,0,8
2011-06-13,2011157,5,8,2
2011-06-12,2011156,2,1,2
2011-06-11,2011155,2,5,6
2011-06-10,2011154,6,8,2
2011-06-09,2011153,4,5,6
2011-06-08,2011152,7,2,1
2011-06-07,2011151,5,4,1
2011-06-06,2011150,7,7,3
2011-06-05,2011149,9,2,6
2011-06-04,2011148,4,3,9
2011-06-03,2011147,1,6,3
2011-06-02,2011146,5,0,0
2011-06-01,2011145,4,9,4
2011-05-31,2011144,6,4,4
2011-05-30,2011143,0,5,8
2011-05-29,2011142,7,8,9
2011-05-28,2011141,9,1,5
2011-05-27,2011140,8,1,9
2011-05-26,2011139,2,6,5
2011-05-25,2011138,4,7,5
2011-05-24,2011137,9,5,8
2011-05-23,2011136,5,5,9
2011-05-22,2011135,8,0,9
2011-05-21,2011134,2,2,5
2011-05-20,2011133,0,1,6
2011-05-19,2011132,4,1,8
2011-05-18,2011131,4,5,4
2011-05-17,2011130,0,3,8
2011-05-16,2011129,0,8,2
2011-05-15,2011128,6,9,1
2011-05-14,2011127,4,6,7
2011-05-13,2011126,0,5,5
2011-05-12,2011125,0,0,6
2011-05-11,2011124,7,9,1
2011-05-10,2011123,7,6,9
2011-05-09,2011122,5,5,5
2011-05-08,2011121,2,2,0
2011-05-07,2011120,7,5,9
2011-05-06,2011119,0,8,3
2011-05-05,2011118,7,2,7
2011-05-04,2011117,3,5,8
2011-05-03,2011116,1,7,8
2011-05-02,2011115,8,2,7
2011-05-01,2011114,6,2,8
2011-04-30,2011113,2,9,4
2011-04-29,2011112,5,7,4
2011-04-28,2011111,5,2,3
2011-04-27,2011110,2,4,7
2011-04-26,2011109,9,2,0
2011-04-25,2011108,7,8,8
2011-04-24,2011107,9,0,7
2011-04-23,2011106,1,5,8
2011-04-22,2011105,9,2,7
2011-04-21,2011104,3,2,9
2011-04-20,2011103,6,6,6
2011-04-19,2011102,3,2,9
2011-04-18,2011101,8,8,6
2011-04-17,2011100,7,1,4
2011-04-16,2011099,6,5,2
2011-04-15,2011098,0,2,2
2011-04-14,2011097,4,2,9
2011-04-13,2011096,0,0,6
2011-04-12,2011095,7,8,4
2011-04-11,2011094,8,4,9
2011-04-10,2011093,3,6,9
2011-04-09,2011092,4,3,1
2011-04-08,2011091,3,1,5
2011-04-07,2011090,7,9,6
2011-04-06,2011089,2,1,9
2011-04-05,2011088,3,4,2
2011-04-04,2011087,1,9,4
2011-04-03,2011086,3,6,8
2011-04-02,2011085,3,3,7
2011-04-01,2011084,7,2,1
2011-03-31,2011083,8,6,8
2011-03-30,2011082,4,9,1
2011-03-29,2011081,1,0,0
2011-03-28,2011080,6,4,8
2011-03-27,2011079,7,8,5
2011-03-26,2011078,2,4,6
2011-03-25,2011077,2,0,6
2011-03-24,2011076,7,4,6
2011-03-23,2011075,2,8,7
2011-03-22,2011074,0,8,7
2011-03-21,2011073,1,7,2
2011-03-20,2011072,4,2,8
2011-03-19,2011071,7,8,2
2011-03-18,2011070,3,3,4
2011-03-17,2011069,7,5,3
2011-03-16,2011068,1,0,8
2011-03-15,2011067,5,4,4
2011-03-14,2011066,8,0,9
2011-03-13,2011065,4,2,0
2011-03-12,2011064,7,2,5
2011-03-11,2011063,8,0,6
2011-03-10,2011062,1,6,0
2011-03-09,2011061,8,4,3
2011-03-08,2011060,5,2,8
2011-03-07,2011059,9,6,0
2011-03-06,2011058,0,6,2
2011-03-05,2011057,0,3,0
2011-03-04,2011056,9,4,0
2011-03-03,2011055,7,4,2
2011-03-02,2011054,5,1,8
2011-03-01,2011053,2,7,8
2011-02-28,2011052,0,5,7
2011-02-27,2011051,2,8,1
2011-02-26,2011050,3,1,6
2011-02-25,2011049,7,3,0
2011-02-24,2011048,4,5,8
2011-02-23,2011047,9,5,4
2011-02-22,2011046,8,1,6
2011-02-21,2011045,2,2,4
2011-02-20,2011044,4,5,6
2011-02-19,2011043,1,3,3
2011-02-18,2011042,2,0,8
2011-02-17,2011041,2,8,6
2011-02-16,2011040,9,5,8
2011-02-15,2011039,7,8,4
2011-02-14,2011038,4,0,4
2011-02-13,2011037,0,6,3
2011-02-12,2011036,3,5,0
2011-02-11,2011035,2,1,9
2011-02-10,2011034,2,0,0
2011-02-09,2011033,1,0,6
2011-02-01,2011032,2,6,5
2011-01-31,2011031,9,3,7
2011-01-30,2011030,0,1,3
2011-01-29,2011029,6,7,9
2011-01-28,2011028,3,4,7
2011-01-27,2011027,6,7,7
2011-01-26,2011026,5,9,1
2011-01-25,2011025,5,4,6
2011-01-24,2011024,3,8,8
2011-01-23,2011023,7,7,7
2011-01-22,2011022,7,8,2
2011-01-21,2011021,2,1,5
2011-01-20,2011020,1,6,4
2011-01-19,2011019,3,5,8
2011-01-18,2011018,1,4,1
2011-01-17,2011017,8,1,3
2011-01-16,2011016,7,7,7
2011-01-15,2011015,8,0,9
2011-01-14,2011014,2,7,7
2011-01-13,2011013,8,7,9
2011-01-12,2011012,5,8,7
2011-01-11,2011011,6,3,5
2011-01-10,2011010,5,7,3
2011-01-09,2011009,1,7,6
2011-01-08,2011008,9,8,2
2011-01-07,2011007,2,8,5
2011-01-06,2011006,2,4,2
2011-01-05,2011005,5,7,1
2011-01-04,2011004,6,4,0
2011-01-03,2011003,9,3,7
2011-01-02,2011002,7,2,6
2011-01-01,2011001,1,4,2
2010-12-31,2010358,2,2,8
2010-12-30,2010357,5,1,0
2010-12-29,2010356,8,6,9
2010-12-28,2010355,8,0,4
2010-12-27,2010354,5,3,7
2010-12-26,2010353,0,8,5
2010-12-25,2010352,2,9,5
2010-12-24,2010351,2,4,5
2010-12-23,2010350,1,9,4
2010-12-22,2010349,6,3,8
2010-12-21,2010348,0,9,7
2010-12-20,2010347,4,6,9
2010-12-19,2010346,0,3,3
2010-12-18,2010345,0,2,0
2010-12-17,2010344,7,0,3
2010-12-16,2010343,1,4,6
2010-12-15,2010342,7,9,4
2010-12-14,2010341,9,1,7
2010-12-13,2010340,3,0,2
2010-12-12,2010339,0,4,0
2010-12-11,2010338,6,9,3
2010-12-10,2010337,9,2,1
2010-12-09,2010336,5,6,8
2010-12-08,2010335,2,9,6
2010-12-07,2010334,4,4,7
2010-12-06,2010333,8,0,5
2010-12-05,2010332,7,4,3
2010-12-04,2010331,7,2,6
2010-12-03,2010330,3,7,8
2010-12-02,2010329,5,9,4
2010-12-01,2010328,0,9,4
2010-11-30,2010327,5,0,6
2010-11-29,2010326,0,0,6
2010-11-28,2010325,8,0,9
2010-11-27,2010324,2,9,8
2010-11-26,2010323,2,8,0
2010-11-25,2010322,5,7,8
2010-11-24,2010321,6,0,8
2010-11-23,2010320,3,4,5
2010-11-22,2010319,6,0,5
2010-11-21,2010318,0,5,0
2010-11-20,2010317,6,7,0
2010-11-19,2010316,1,1,1
2010-11-18,2010315,8,5,5
2010-11-17,2010314,5,7,3
2010-11-16,2010313,5,8,6
2010-11-15,2010312,9,7,0
2010-11-14,2010311,3,7,1
2010-11-13,2010310,0,1,7
2010-11-12,2010309,3,7,7
2010-11-11,2010308,4,9,8
2010-11-10,2010307,4,4,2
2010-11-09,2010306,6,4,2
2010-11-08,2010305,5,1,3
2010-11-07,2010304,3,4,0
2010-11-06,2010303,4,4,9
2010-11-05,2010302,6,2,1
2010-11-04,2010301,9,6,5
2010-11-03,2010300,0,8,4
2010-11-02,2010299,2,1,6
2010-11-01,2010298,9,7,5
2010-10-31,2010297,3,7,4
2010-10-30,2010296,7,1,3
2010-10-29,2010295,7,9,8
2010-10-28,2010294,0,9,0
2010-10-27,2010293,0,7,4
2010-10-26,2010292,2,9,1
2010-10-25,2010291,1,2,9
2010-10-24,2010290,7,7,0
2010-10-23,2010289,7,7,1
2010-10-22,2010288,9,1,6
2010-10-21,2010287,0,7,1
2010-10-20,2010286,5,0,1
2010-10-19,2010285,0,1,6
2010-10-18,2010284,1,4,0
2010-10-17,2010283,3,0,3
2010-10-16,2010282,1,4,4
2010-10-15,2010281,5,5,1
2010-10-14,2010280,1,9,9
2010-10-13,2010279,4,0,7
2010-10-12,2010278,1,2,7
2010-10-11,2010277,0,1,6
2010-10-10,2010276,6,6,5
2010-10-09,2010275,6,8,6
2010-10-08,2010274,7,9,4
2010-10-07,2010273,8,1,5
2010-10-06,2010272,3,2,0
2010-10-05,2010271,6,6,0
2010-10-04,2010270,8,9,7
2010-10-03,2010269,2,7,0
2010-10-02,2010268,4,1,9
2010-10-01,2010267,0,3,6
2010-09-30,2010266,7,4,3
2010-09-29,2010265,1,9,9
2010-09-28,2010264,1,7,8
2010-09-27,2010263,4,1,3
2010-09-26,2010262,2,4,0
2010-09-25,2010261,7,9,4
2010-09-24,2010260,8,2,3
2010-09-23,2010259,1,6,2
2010-09-22,2010258,5,5,7
2010-09-21,2010257,0,2,1
2010-09-20,2010256,7,7,5
2010-09-19,2010255,9,1,4
2010-09-18,2010254,9,4,5
2010-09-17,2010253,9,4,5
2010-09-16,2010252,6,6,5
2010-09-15,2010251,3,4,0
2010-09-14,2010250,2,6,7
2010-09-13,2010249,6,9,2
2010-09-12,2010248,4,6,3
2010-09-11,2010247,0,7,5
2010-09-10,2010246,5,3,5
2010-09-09,2010245,0,4,3
2010-09-08,2010244,4,5,7
2010-09-07,2010243,2,8,0
2010-09-06,2010242,8,0,3
2010-09-05,2010241,6,1,2
2010-09-04,2010240,4,0,2
2010-09-03,2010239,9,0,1
2010-09-02,2010238,1,7,1
2010-09-01,2010237,1,7,5
2010-08-31,2010236,6,7,1
2010-08-30,2010235,0,0,7
2010-08-29,2010234,3,5,4
2010-08-28,2010233,5,7,5
2010-08-27,2010232,3,7,9
2010-08-26,2010231,6,1,3
2010-08-25,2010230,2,4,8
2010-08-24,2010229,7,6,4
2010-08-23,2010228,5,1,9
2010-08-22,2010227,2,5,9
2010-08-21,2010226,4,3,4
2010-08-20,2010225,0,6,8
2010-08-19,2010224,2,5,2
2010-08-18,2010223,7,4,4
2010-08-17,2010222,1,3,0
2010-08-16,2010221,4,7,8
2010-08-15,2010220,6,7,2
2010-08-14,2010219,7,4,8
2010-08-13,2010218,7,1,5
2010-08-12,2010217,6,4,2
2010-08-11,2010216,6,8,8
2010-08-10,2010215,8,7,8
2010-08-09,2010214,6,6,6
2010-08-08,2010213,7,2,0
2010-08-07,2010212,0,9,7
2010-08-06,2010211,2,4,9
2010-08-05,2010210,8,2,8
2010-08-04,2010209,8,0,1
2010-08-03,2010208,2,4,8
2010-08-02,2010207,4,6,8
2010-08-01,2010206,8,3,8
2010-07-31,2010205,1,3,2
2010-07-30,2010204,5,3,5
2010-07-29,2010203,4,8,5
2010-07-28,2010202,0,4,1
2010-07-27,2010201,7,0,0
2010-07-26,2010200,4,9,3
2010-07-25,2010199,4,8,6
2010-07-24,2010198,3,1,2
2010-07-23,2010197,7,8,7
2010-07-22,2010196,9,4,8
2010-07-21,2010195,6,5,0
2010-07-20,2010194,2,7,7
2010-07-19,2010193,6,2,3
2010-07-18,2010192,1,6,8
2010-07-17,2010191,4,3,2
2010-07-16,2010190,9,3,5
2010-07-15,2010189,6,7,4
2010-07-14,2010188,2,4,7
2010-07-13,2010187,0,1,9
2010-07-12,2010186,7,0,1
2010-07-11,2010185,4,2,7
2010-07-10,2010184,8,3,7
2010-07-09,2010183,3,5,0
2010-07-08,2010182,2,6,6
2010-07-07,2010181,3,7,9
2010-07-06,2010180,5,2,6
2010-07-05,2010179,7,6,0
2010-07-04,2010178,1,7,6
2010-07-03,2010177,2,8,9
2010-07-02,2010176,0,0,1
2010-07-01,2010175,3,4,5
2010-06-30,2010174,7,5,6
2010-06-29,2010173,0,6,2
2010-06-28,2010172,1,4,7
2010-06-27,2010171,1,1,9
2010-06-26,2010170,0,5,9
2010-06-25,2010169,8,6,1
2010-06-24,2010168,8,9,8
2010-06-23,2010167,5,2,8
2010-06-22,2010166,5,0,3
2010-06-21,2010165,0,5,7
2010-06-20,2010164,0,2,2
2010-06-19,2010163,8,2,0
2010-06-18,2010162,4,5,0
2010-06-17,2010161,3,1,0
2010-06-16,2010160,1,6,1
2010-06-15,2010159,0,5,6
2010-06-14,2010158,3,3,2
2010-06-13,2010157,8,5,2
2010-06-12,2010156,8,3,6
2010-06-11,2010155,2,8,6
2010-06-10,2010154,2,0,7
2010-06-09,2010153,0,0,0
2010-06-08,2010152,8,8,2
2010-06-07,2010151,3,0,4
2010-06-06,2010150,6,4,1
2010-06-05,2010149,6,3,7
2010-06-04,2010148,2,6,8
2010-06-03,2010147,1,0,6
2010-06-02,2010146,1,3,5
2010-06-01,2010145,6,6,7
2010-05-31,2010144,3,3,7
2010-05-30,2010143,7,7,6
2010-05-29,2010142,2,3,2
2010-05-28,2010141,1,9,0
